Title,Price,Brand,Model,Year of Manufacture,Engine capacity,Mileage,Bike Type,Condition,Trim / Edition,Location,URL
Bajaj Pulsar 150 2016,"Rs 640,000",Bajaj,Pulsar 150,2016,150 cc,"74,000 km",Motorbikes,Used,2016,Sainthamaruthu,https://ikman.lk/en/ad/bajaj-pulsar-150-2016-for-sale-ampara-521
TVS Ntorq 2019,"Rs 565,000",TVS,Ntorq,2019,125 cc,"33,000 km",Motorbikes,Used,,Katunayake,https://ikman.lk/en/ad/tvs-ntorq-2019-for-sale-gampaha-1053
Hero Dawn 2010,"Rs 180,000",Hero,Dawn,2010,100 cc,"66,000 km",Motorbikes,Used,2010,Kinniya,https://ikman.lk/en/ad/hero-dawn-2010-for-sale-trincomalee-3
Honda Grazia 2018,"Rs 550,000",Honda,Grazia,2018,125 cc,"37,000 km",Motorbikes,Used,,Katunayake,https://ikman.lk/en/ad/honda-grazia-2018-for-sale-gampaha-236
Bajaj Platina 100 2017,"Rs 460,000",Bajaj,Platina 100,2017,102 cc,"57,000 km",Motorbikes,Used,,Galagedara,https://ikman.lk/en/ad/bajaj-platina-100-2017-for-sale-kandy
Honda Aviator 2019,"Rs 450,000",Honda,Aviator,2019,125 cc,"26,000 km",Scooters,Used,2019,Batticaloa City,https://ikman.lk/en/ad/honda-aviator-450000-2019-for-sale-batticaloa
Bajaj Discover 125 2013,"Rs 330,000",Bajaj,Discover 125,2013,125 cc,"70,000 km",Motorbikes,Used,2013,Pilimatalawa,https://ikman.lk/en/ad/bajaj-discover-125-discovery-2013-for-sale-kandy
Honda Dio 2018,"Rs 540,000",Honda,Dio,2018,110 cc,"35,000 km",Scooters,Used,,Beliatta,https://ikman.lk/en/ad/honda-dio-2018-for-sale-hambantota-639
Honda CD100 SS 2002,"Rs 290,000",Honda,Other Model,2002,100 cc,"85,000 km",Motorbikes,Used,CD100 SS,Nallur,https://ikman.lk/en/ad/honda-cd-200-good-condition-2002-for-sale-jaffna
TVS Victor 2006,"Rs 110,000",TVS,Victor,2006,110 cc,"86,000 km",Motorbikes,Used,2006,Horana,https://ikman.lk/en/ad/tvs-victor-2006-for-sale-kalutara-9
Honda CD 125 1996,"Rs 160,000",Honda,CD 125,1996,90 cc,"250,000 km",Motorbikes,Used,,Kalmunai,https://ikman.lk/en/ad/honda-cd-125-1996-for-sale-ampara
TVS Ntorq 125 2025,"Rs 140,000",TVS,Ntorq 125,2025,125 cc,"6,850 km",Scooters,Used,TVS,Badulla City,https://ikman.lk/en/ad/tvs-ntorq-125-2025-for-sale-badulla-15
KTM Duke 125 EU 2020,"Rs 1,100,000",KTM,Duke,2020,125 cc,"34,800 km",Motorbikes,Used,KTM DUKE 125 EU,Batticaloa City,https://ikman.lk/en/ad/ktm-duke-125-eu-2020-for-sale-batticaloa-7
Yamaha FZ S V2 2018,"Rs 850,000",Yamaha,FZ S,2018,150 cc,"21,000 km",Motorbikes,Used,V2,Anuradhapura City,https://ikman.lk/en/ad/yamaha-fz-s-ver2-dual-disc-2018-for-sale-anuradhapura
TVS Apache RTR 200 2016,"Rs 565,000",TVS,Apache RTR 200,2016,200 cc,"64,500 km",Motorbikes,Used,TVS,Gampola,https://ikman.lk/en/ad/tvs-apache-rtr200-2016-for-sale-kandy
Bajaj Discover 2010,"Rs 215,000",Bajaj,Discover,2010,100 cc,"36,000 km",Motorbikes,Used,,Polonnaruwa City,https://ikman.lk/en/ad/bajaj-discover-2010-for-sale-polonnaruwa-176
Honda Grazia 2019,"Rs 545,000",Honda,Grazia,2019,125 cc,"42,000 km",Scooters,Used,2019,Hikkaduwa,https://ikman.lk/en/ad/honda-grazia-2019-for-sale-galle-116
Bajaj Discover 150 2010,"Rs 290,000",Bajaj,Discover,2010,150 cc,"68,000 km",Motorbikes,Used,150,Bandarawela,https://ikman.lk/en/ad/bajaj-discover-discovery-150-2010-for-sale-badulla
Bajaj Pulsar 135 2013,"Rs 290,000",Bajaj,Pulsar 135,2013,135 cc,"60,000 km",Motorbikes,Used,,Warakapola,https://ikman.lk/en/ad/bajaj-pulsar-135-2013-for-sale-kegalle-60
Honda Passion 2006,"Rs 165,000",Honda,Passion,2006,100 cc,"50,000 km",Motorbikes,Used,2006,Batticaloa City,https://ikman.lk/en/ad/honda-passion-2006-for-sale-batticaloa
TVS Ntorq 125 Race 2025,"Rs 299,500",TVS,Ntorq 125,2025,125 cc,0 km,Scooters,Brand New,Ntorq Race,Gampaha City,https://ikman.lk/en/ad/tvs-ntorq-125-race-2025-for-sale-gampaha-12
Hero Xtream 2012,"Rs 320,000",Hero,Xtream,2012,125 cc,"21,000 km",Motorbikes,Used,,Akkarepattu,https://ikman.lk/en/ad/hero-xtream-2012-for-sale-ampara-12
E Bike 2022,"Rs 160,000",Other brand,Other model,2022,48 cc,"5,000 km",E-bikes,Used,E Bike,Anuradhapura City,https://ikman.lk/en/ad/48cc-2022-for-sale-anuradhapura
TVS Ntorq 125 Race Edition 2025,"Rs 299,500",TVS,Ntorq 125,2025,125 cc,0 km,Scooters,Brand New,Ntorq Race Edition,Homagama,https://ikman.lk/en/ad/tvs-ntorq-125-race-edition-2025-for-sale-colombo-1912
TVS Ntorq 125 2025,"Rs 299,500",TVS,Ntorq 125,2025,125 cc,0 km,Scooters,Brand New,2025,Hanwella,https://ikman.lk/en/ad/tvs-ntorq-125-2025-for-sale-colombo-3999
TVS Raider 125 Brand New 2026,"Rs 99,700",TVS,Raider 125,2026,125 cc,0 km,Motorbikes,Brand New,Brand New 2026,Kalutara City,https://ikman.lk/en/ad/tvs-raider-125-brand-new-2026-for-sale-kalutara-2
TVS Raider 125 2025,"Rs 262,000",TVS,Raider 125,2025,125 cc,0 km,Motorbikes,Brand New,2025,Hanwella,https://ikman.lk/en/ad/tvs-raider-125-2025-for-sale-colombo-3257
TVS Ntorq 2023,"Rs 650,000",TVS,Ntorq,2023,125 cc,"14,500 km",Scooters,Used,,Colombo 14,https://ikman.lk/en/ad/tvs-ntorq-2023-for-sale-colombo-752
Hero XOOM 125R 2026,"Rs 699,000",Hero,XOOM 125R,2026,125 cc,0 km,Motorbikes,Used,hero,Karapitiya,https://ikman.lk/en/ad/hero-xoom-125r-2026-for-sale-galle
Bajaj Platina 125 2010,"Rs 280,000",Bajaj,Platina,2010,125 cc,"103,000 km",Motorbikes,Used,125,Athurugiriya,https://ikman.lk/en/ad/bajaj-platina-125-2010-for-sale-colombo-475
Suzuki Burgman 125 2019,"Rs 665,000",Suzuki,Burgman 125,2019,125 cc,"46,000 km",Scooters,Used,125,Galle City,https://ikman.lk/en/ad/suzuki-burgman-125-2019-for-sale-galle-20
Hero Pleasure 2013,"Rs 298,000",Hero,Pleasure,2013,110 cc,"29,999 km",Scooters,Used,2013,Gampaha City,https://ikman.lk/en/ad/hero-pleasure-2013-for-sale-gampaha-1620
Yamaha FZ 2014,"Rs 575,000",Yamaha,FZ,2014,150 cc,"80,000 km",Motorbikes,Used,2014,Ruwanwella,https://ikman.lk/en/ad/yamaha-fz-16-2014-for-sale-kegalle-18
Yamaha FZs V2 2015,"Rs 700,000",Yamaha,FZs V2,2015,155 cc,"49,000 km",Motorbikes,Used,,Akurana,https://ikman.lk/en/ad/yamaha-fzs-v2-2015-for-sale-kandy-9
TVS Ntorq 125 2025,"Rs 800,000",TVS,Ntorq 125,2025,125 cc,"8,500 km",Scooters,Used,2025,Colombo 9,https://ikman.lk/en/ad/tvs-ntorq-125-race-edition-2025-for-sale-colombo-1913
Bajaj Pulsar N160 Premium 2025,"Rs 895,000",Bajaj,Pulsar N160,2025,160 cc,"1,300 km",Motorbikes,Used,Premium,Kalubowila,https://ikman.lk/en/ad/bajaj-pulsar-n160-ns-160-premium-2025-for-sale-colombo
Bajaj Pulsar 150 2006,"Rs 235,000",Bajaj,Pulsar 150,2006,150 cc,"100,500 km",Motorbikes,Used,Bajaj,Gampaha City,https://ikman.lk/en/ad/bajaj-pulsar-150-jz-2006-for-sale-gampaha
Honda Navi 2017,"Rs 385,000",Honda,Navi,2017,110 cc,"35,000 km",Scooters,Used,,Matara City,https://ikman.lk/en/ad/honda-navi-2019-for-sale-matara-249
TVS Star Sport 2007,"Rs 165,000",TVS,Star Sport,2007,100 cc,"27,000 km",Motorbikes,Used,,Padukka,https://ikman.lk/en/ad/tvs-star-sport-2007-for-sale-colombo-748
Honda PCX 150 2018,"Rs 1,375,000",Honda,PCX 150,2018,150 cc,"37,000 km",Scooters,Used,2018,Akurana,https://ikman.lk/en/ad/honda-pcx-150-2018-for-sale-kandy
Hero CBZ 2007,"Rs 260,000",Hero,CBZ,2007,160 cc,"46,000 km",Motorbikes,Used,Hero,Batticaloa City,https://ikman.lk/en/ad/hero-cbz-x-tream-2007-for-sale-batticaloa-1
Bajaj Pulsar 150 2016,"Rs 640,000",Bajaj,Pulsar 150,2016,150 cc,"74,000 km",Motorbikes,Used,2016,Sainthamaruthu,https://ikman.lk/en/ad/bajaj-pulsar-150-2016-for-sale-ampara-521
TVS Ntorq 2019,"Rs 565,000",TVS,Ntorq,2019,125 cc,"33,000 km",Motorbikes,Used,,Katunayake,https://ikman.lk/en/ad/tvs-ntorq-2019-for-sale-gampaha-1053
Hero Dawn 2010,"Rs 180,000",Hero,Dawn,2010,100 cc,"66,000 km",Motorbikes,Used,2010,Kinniya,https://ikman.lk/en/ad/hero-dawn-2010-for-sale-trincomalee-3
Honda Grazia 2018,"Rs 550,000",Honda,Grazia,2018,125 cc,"37,000 km",Motorbikes,Used,,Katunayake,https://ikman.lk/en/ad/honda-grazia-2018-for-sale-gampaha-236
Bajaj Platina 100 2017,"Rs 460,000",Bajaj,Platina 100,2017,102 cc,"57,000 km",Motorbikes,Used,,Galagedara,https://ikman.lk/en/ad/bajaj-platina-100-2017-for-sale-kandy
Honda Aviator 2019,"Rs 450,000",Honda,Aviator,2019,125 cc,"26,000 km",Scooters,Used,2019,Batticaloa City,https://ikman.lk/en/ad/honda-aviator-450000-2019-for-sale-batticaloa
Bajaj Discover 125 2013,"Rs 330,000",Bajaj,Discover 125,2013,125 cc,"70,000 km",Motorbikes,Used,2013,Pilimatalawa,https://ikman.lk/en/ad/bajaj-discover-125-discovery-2013-for-sale-kandy
Honda Dio 2018,"Rs 540,000",Honda,Dio,2018,110 cc,"35,000 km",Scooters,Used,,Beliatta,https://ikman.lk/en/ad/honda-dio-2018-for-sale-hambantota-639
Honda CD100 SS 2002,"Rs 290,000",Honda,Other Model,2002,100 cc,"85,000 km",Motorbikes,Used,CD100 SS,Nallur,https://ikman.lk/en/ad/honda-cd-200-good-condition-2002-for-sale-jaffna
TVS Victor 2006,"Rs 110,000",TVS,Victor,2006,110 cc,"86,000 km",Motorbikes,Used,2006,Horana,https://ikman.lk/en/ad/tvs-victor-2006-for-sale-kalutara-9
Bajaj CT100 Brand New Blue 2026,"Rs 174,000",Bajaj,CT100,2026,100 cc,0 km,Motorbikes,Brand New,CT100 Brand New Blue,Kurunegala City,https://ikman.lk/en/ad/bajaj-ct100-brand-new-blue-2026-for-sale-kurunegala
Honda Dio 2015,"Rs 370,000",Honda,Dio,2015,110 cc,"23,000 km",Scooters,Used,,Kinniya,https://ikman.lk/en/ad/honda-dio-2015-for-sale-trincomalee-22
TVS Ntorq 125 2026,"Rs 195,000",TVS,Ntorq 125,2026,125 cc,0 km,Scooters,Brand New,Tvs,Kaduwela,https://ikman.lk/en/ad/tvs-ntorq-125-2026-for-sale-colombo-545
Yamaha RayZR 2017,"Rs 450,000",Yamaha,RayZR,2017,110 cc,"61,221 km",Scooters,Used,2017,Kalutara City,https://ikman.lk/en/ad/yamaha-rayzr-ray-zr-2017-for-sale-kalutara
Hero Karizma 2011,"Rs 420,000",Hero,Karizma,2011,224 cc,"59,000 km",Motorbikes,Used,,Akkarepattu,https://ikman.lk/en/ad/hero-karizma-2011-for-sale-ampara-2
Yamaha FZS V3 2019,"Rs 855,000",Yamaha,FZS V3,2019,150 cc,"31,584 km",Motorbikes,Used,2019,Ja-Ela,https://ikman.lk/en/ad/yamaha-fzs-v3-abs-2019-for-sale-gampaha-2
TVS Sport 2026,"Rs 185,000",TVS,Sport,2026,110 cc,0 km,Motorbikes,Brand New,2026,Kottawa,https://ikman.lk/en/ad/tvs-sport-2026-for-sale-colombo-81
Honda Chaly 1991,"Rs 50,000",Honda,Chaly,1991,50 cc,"35,000 km",Motorbikes,Used,1991,Kadawatha,https://ikman.lk/en/ad/honda-chaly-hobda-cally-1991-for-sale-gampaha
TVS Sport 110 2026,"Rs 185,000",TVS,Sport,2026,110 cc,0 km,Motorbikes,Brand New,110,Piliyandala,https://ikman.lk/en/ad/tvs-sport-110-2026-for-sale-colombo-370
Bajaj Pulsar 150 2014,"Rs 450,000",Bajaj,Pulsar 150,2014,150 cc,"56,000 km",Motorbikes,Used,150,Karapitiya,https://ikman.lk/en/ad/bajaj-pulsar-150-good-condition-2014-for-sale-galle
Bajaj Discover DISCavar 150 2011,"Rs 248,000",Bajaj,Discover,2011,150 cc,"63,500 km",E-bikes,Used,Bajaj DISCavar 150,Narammala,https://ikman.lk/en/ad/bajaj-discover-discavar-150-2011-for-sale-kurunegala
Hero Passion pro 2010,"Rs 250,000",Hero,Passion pro,2010,100 cc,"38,580 km",Motorbikes,Used,2010,Jaffna City,https://ikman.lk/en/ad/hero-dawn-passion-pro-2010-for-sale-jaffna
Bajaj Pulsar 150 2017,"Rs 620,000",Bajaj,Pulsar 150,2017,150 cc,"115,000 km",Motorbikes,Used,,Galagedara,https://ikman.lk/en/ad/bajaj-pulsar-150-2017-for-sale-kandy-409
Yamaha FZs V2 2015,"Rs 720,000",Yamaha,FZs V2,2015,155 cc,"37,230 km",Motorbikes,Used,,Jaffna City,https://ikman.lk/en/ad/yamaha-fzs-v2-2015-for-sale-jaffna
Bajaj Discover 2014,"Rs 295,000",Bajaj,Discover,2014,100 cc,"55,000 km",Motorbikes,Used,,Talawatugoda,https://ikman.lk/en/ad/bajaj-discover-2014-for-sale-colombo-477
Bajaj Boxer 2008,"Rs 220,000",Bajaj,Boxer,2008,100 cc,"248,000 km",Motorbikes,Used,,Anuradhapura City,https://ikman.lk/en/ad/bajaj-boxer-2008-for-sale-anuradhapura
Honda Dio 2016,"Rs 460,000",Honda,Dio,2016,110 cc,"85,000 km",Scooters,Used,,Wariyapola,https://ikman.lk/en/ad/honda-dio-2016-for-sale-kurunegala-2122
Bajaj Discover 135 2009,"Rs 350,000",Bajaj,Discover,2009,135 cc,"50,000 km",Motorbikes,Used,135,Anuradhapura City,https://ikman.lk/en/ad/bajaj-discover-135-2009-for-sale-anuradhapura-294
Bajaj Discover 135 2008,"Rs 300,000",Bajaj,Discover,2008,135 cc,"85,000 km",Motorbikes,Used,135,Galgamuwa,https://ikman.lk/en/ad/bajaj-discover-135-2008-for-sale-kurunegala-919
Hero CBZ 2009,"Rs 125,000",Hero,CBZ,2009,150 cc,"7,548 km",Motorbikes,Used,2009,Anuradhapura City,https://ikman.lk/en/ad/hero-cbz-2009-for-sale-anuradhapura-3
AIMA Electric Scooter 2025,"Rs 390,000",AIMA,Other Model,2025,100 cc,"4,000 km",E-bikes,Used,Electric Scooter,Matugama,https://ikman.lk/en/ad/aima-bjs-0768-2025-for-sale-kalutara
Hero Xoom Combat 2025,"Rs 215,000",Hero,Xoom Combat,2025,110 cc,0 km,Scooters,Brand New,Combat,Hanwella,https://ikman.lk/en/ad/hero-xoom-combat-2025-for-sale-colombo-46
Yamaha Ray ZR 2018,"Rs 485,000",Yamaha,Ray ZR,2018,110 cc,"35,000 km",Scooters,Used,2018,Beliatta,https://ikman.lk/en/ad/yamaha-ray-zr-2018-for-sale-hambantota-191
Bajaj Pulsar 135 2011,"Rs 240,000",Bajaj,Pulsar 135,2011,135 cc,"50,000 km",Motorbikes,Used,,Kandy City,https://ikman.lk/en/ad/bajaj-pulsar-135-2011-for-sale-kandy-1279
Bajaj CT100 2013,"Rs 350,000",Bajaj,CT100,2013,100 cc,"80,000 km",Motorbikes,Used,,Negombo,https://ikman.lk/en/ad/bajaj-ct100-2013-for-sale-gampaha-1722
Bajaj Discover 125 2016,"Rs 320,000",Bajaj,Discover 125,2016,125 cc,"52,100 km",Motorbikes,Used,,Ambalangoda,https://ikman.lk/en/ad/bajaj-discover-125-2016-for-sale-galle-108
TVS Raider 125 Brand New 2026,"Rs 99,700",TVS,Raider 125,2026,125 cc,0 km,Motorbikes,Brand New,Brand New 2026,Kalutara City,https://ikman.lk/en/ad/tvs-raider-125-brand-new-2026-for-sale-kalutara-2
Bajaj Discover 2011,"Rs 180,000",Bajaj,Discover,2011,150 cc,"81,384 km",Motorbikes,Used,,Ampara City,https://ikman.lk/en/ad/bajaj-discover-2011-for-sale-ampara-167
Hero CD 100 2007,"Rs 265,000",Hero,CD 100,2007,100 cc,"85,421 km",Motorbikes,Used,Hero,Jaffna City,https://ikman.lk/en/ad/hero-cd-100-good-kandisan-2007-for-sale-jaffna
TVS Wego 2016,"Rs 395,000",TVS,Wego,2016,110 cc,"34,422 km",Scooters,Used,,Katunayake,https://ikman.lk/en/ad/tvs-wego-2016-for-sale-gampaha-757
Honda Dio 2016,"Rs 500,000",Honda,Dio,2016,110 cc,"72,000 km",Scooters,Used,,Jaffna City,https://ikman.lk/en/ad/honda-dio-2016-for-sale-jaffna-130
Honda Dio 2014,"Rs 395,000",Honda,Dio,2014,110 cc,"21,525 km",Scooters,Used,,Katunayake,https://ikman.lk/en/ad/honda-dio-2014-for-sale-gampaha-5710
Bajaj Discover 150 2010,"Rs 218,000",Bajaj,Discover,2010,150 cc,"31,522 km",Motorbikes,Used,150,Katunayake,https://ikman.lk/en/ad/bajaj-discover-150-2010-for-sale-gampaha-482
TVS Metro 2011,"Rs 195,000",TVS,Metro,2011,110 cc,"75,000 km",Motorbikes,Used,2011,Badulla City,https://ikman.lk/en/ad/tvs-metro-2011-for-sale-badulla-16
TVS Apache RTR 160 2009,"Rs 210,000",TVS,Apache RTR 160,2009,160 cc,"65,000 km",Motorbikes,Used,,Trincomalee City,https://ikman.lk/en/ad/tvs-apache-rtr-160-2009-for-sale-trincomalee-1
Suzuki Lets 48cc 2024,"Rs 265,000",Suzuki,Lets,2024,48 cc,"35,000 km",Scooters,Used,48cc,Ambalantota,https://ikman.lk/en/ad/suzuki-lets-48cc-2024-for-sale-hambantota
Suzuki GS 125 1998,"Rs 128,000",Suzuki,GS 125,1998,125 cc,"34,522 km",Motorbikes,Used,,Katunayake,https://ikman.lk/en/ad/suzuki-gs-125-1998-for-sale-gampaha-10
Hero HF Deluxe 2011,"Rs 230,000",Hero,HF Deluxe,2011,100 cc,"60,000 km",Motorbikes,Used,,Kalmunai,https://ikman.lk/en/ad/hero-hf-deluxe-2011-for-sale-ampara-31
Bajaj Caliber 2006,"Rs 140,000",Bajaj,Caliber,2006,110 cc,"80,000 km",Motorbikes,Used,Bajaj,Baddegama,https://ikman.lk/en/ad/bajaj-caliber-2006-for-sale-galle
Bajaj Pulsar 135 2018,"Rs 385,000",Bajaj,Pulsar 135,2018,135 cc,"49,500 km",Motorbikes,Used,2018,Kegalle City,https://ikman.lk/en/ad/bajaj-pulsar-135-ls-2018-for-sale-kegalle-1
Honda Dio 2018,"Rs 600,000",Honda,Dio,2018,110 cc,"38,000 km",Scooters,Used,Dio,Kurunegala City,https://ikman.lk/en/ad/honda-dio-2018-for-sale-kurunegala-2012
Honda Dio 2015,"Rs 370,000",Honda,Dio,2015,110 cc,"23,000 km",Scooters,Used,,Kinniya,https://ikman.lk/en/ad/honda-dio-2015-for-sale-trincomalee-22
TVS Ntorq 125 2026,"Rs 195,000",TVS,Ntorq 125,2026,125 cc,0 km,Scooters,Brand New,Tvs,Kaduwela,https://ikman.lk/en/ad/tvs-ntorq-125-2026-for-sale-colombo-545
Yamaha RayZR 2017,"Rs 450,000",Yamaha,RayZR,2017,110 cc,"61,221 km",Scooters,Used,2017,Kalutara City,https://ikman.lk/en/ad/yamaha-rayzr-ray-zr-2017-for-sale-kalutara
Hero Karizma 2011,"Rs 420,000",Hero,Karizma,2011,224 cc,"59,000 km",Motorbikes,Used,,Akkarepattu,https://ikman.lk/en/ad/hero-karizma-2011-for-sale-ampara-2
Yamaha FZS V3 2019,"Rs 855,000",Yamaha,FZS V3,2019,150 cc,"31,584 km",Motorbikes,Used,2019,Ja-Ela,https://ikman.lk/en/ad/yamaha-fzs-v3-abs-2019-for-sale-gampaha-2
TVS Sport 2026,"Rs 185,000",TVS,Sport,2026,110 cc,0 km,Motorbikes,Brand New,2026,Kottawa,https://ikman.lk/en/ad/tvs-sport-2026-for-sale-colombo-81
Honda Chaly 1991,"Rs 50,000",Honda,Chaly,1991,50 cc,"35,000 km",Motorbikes,Used,1991,Kadawatha,https://ikman.lk/en/ad/honda-chaly-hobda-cally-1991-for-sale-gampaha
TVS Sport 110 2026,"Rs 185,000",TVS,Sport,2026,110 cc,0 km,Motorbikes,Brand New,110,Piliyandala,https://ikman.lk/en/ad/tvs-sport-110-2026-for-sale-colombo-370
Bajaj Pulsar 150 2014,"Rs 450,000",Bajaj,Pulsar 150,2014,150 cc,"56,000 km",Motorbikes,Used,150,Karapitiya,https://ikman.lk/en/ad/bajaj-pulsar-150-good-condition-2014-for-sale-galle
Bajaj Discover DISCavar 150 2011,"Rs 248,000",Bajaj,Discover,2011,150 cc,"63,500 km",E-bikes,Used,Bajaj DISCavar 150,Narammala,https://ikman.lk/en/ad/bajaj-discover-discavar-150-2011-for-sale-kurunegala
Hero Passion pro 2010,"Rs 250,000",Hero,Passion pro,2010,100 cc,"38,580 km",Motorbikes,Used,2010,Jaffna City,https://ikman.lk/en/ad/hero-dawn-passion-pro-2010-for-sale-jaffna
Honda PCX160 2022,"Rs 1,740,000",Honda,PCX160,2022,160 cc,120 km,Scooters,Used,PCX160,Piliyandala,https://ikman.lk/en/ad/honda-pcx160-2022-for-sale-colombo-3
Bajaj Pulsar 150 2017,"Rs 620,000",Bajaj,Pulsar 150,2017,150 cc,"115,000 km",Motorbikes,Used,,Galagedara,https://ikman.lk/en/ad/bajaj-pulsar-150-2017-for-sale-kandy-409
Yamaha FZs V2 2015,"Rs 720,000",Yamaha,FZs V2,2015,155 cc,"37,230 km",Motorbikes,Used,,Jaffna City,https://ikman.lk/en/ad/yamaha-fzs-v2-2015-for-sale-jaffna
Bajaj Discover 2014,"Rs 295,000",Bajaj,Discover,2014,100 cc,"55,000 km",Motorbikes,Used,,Talawatugoda,https://ikman.lk/en/ad/bajaj-discover-2014-for-sale-colombo-477
Bajaj Boxer 2008,"Rs 220,000",Bajaj,Boxer,2008,100 cc,"248,000 km",Motorbikes,Used,,Anuradhapura City,https://ikman.lk/en/ad/bajaj-boxer-2008-for-sale-anuradhapura
Honda Dio 2016,"Rs 460,000",Honda,Dio,2016,110 cc,"85,000 km",Scooters,Used,,Wariyapola,https://ikman.lk/en/ad/honda-dio-2016-for-sale-kurunegala-2122
Bajaj Discover 135 2009,"Rs 350,000",Bajaj,Discover,2009,135 cc,"50,000 km",Motorbikes,Used,135,Anuradhapura City,https://ikman.lk/en/ad/bajaj-discover-135-2009-for-sale-anuradhapura-294
Bajaj Discover 135 2008,"Rs 300,000",Bajaj,Discover,2008,135 cc,"85,000 km",Motorbikes,Used,135,Galgamuwa,https://ikman.lk/en/ad/bajaj-discover-135-2008-for-sale-kurunegala-919
Hero CBZ 2009,"Rs 125,000",Hero,CBZ,2009,150 cc,"7,548 km",Motorbikes,Used,2009,Anuradhapura City,https://ikman.lk/en/ad/hero-cbz-2009-for-sale-anuradhapura-3
AIMA Electric Scooter 2025,"Rs 390,000",AIMA,Other Model,2025,100 cc,"4,000 km",E-bikes,Used,Electric Scooter,Matugama,https://ikman.lk/en/ad/aima-bjs-0768-2025-for-sale-kalutara
Hero Xoom Combat 2025,"Rs 215,000",Hero,Xoom Combat,2025,110 cc,0 km,Scooters,Brand New,Combat,Hanwella,https://ikman.lk/en/ad/hero-xoom-combat-2025-for-sale-colombo-46
Yamaha Ray ZR 2018,"Rs 485,000",Yamaha,Ray ZR,2018,110 cc,"35,000 km",Scooters,Used,2018,Beliatta,https://ikman.lk/en/ad/yamaha-ray-zr-2018-for-sale-hambantota-191
Bajaj Pulsar 135 2011,"Rs 240,000",Bajaj,Pulsar 135,2011,135 cc,"50,000 km",Motorbikes,Used,,Kandy City,https://ikman.lk/en/ad/bajaj-pulsar-135-2011-for-sale-kandy-1279
Bajaj CT100 2013,"Rs 350,000",Bajaj,CT100,2013,100 cc,"80,000 km",Motorbikes,Used,,Negombo,https://ikman.lk/en/ad/bajaj-ct100-2013-for-sale-gampaha-1722
Bajaj Discover 125 2016,"Rs 320,000",Bajaj,Discover 125,2016,125 cc,"52,100 km",Motorbikes,Used,,Ambalangoda,https://ikman.lk/en/ad/bajaj-discover-125-2016-for-sale-galle-108
Hero X Pulse 2020,"Rs 570,000",Hero,X Pulse,2020,200 cc,"45,000 km",Motorbikes,Used,hero,Puttalam City,https://ikman.lk/en/ad/hero-x-pulse-2020-for-sale-puttalam
Honda CD 90 1995,"Rs 150,000",Honda,CD 90,1995,90 cc,"60,000 km",Motorbikes,Used,1995,Hettipola,https://ikman.lk/en/ad/honda-cd-90-cd90-1995-for-sale-kurunegala
TVS Ntorq Brand New 2025,"Rs 155,500",TVS,Ntorq,2025,125 cc,0 km,Scooters,Brand New,Brand New,Ja-Ela,https://ikman.lk/en/ad/tvs-ntorq-brand-new-2021-for-sale-gampaha-7
TVS Ntorq 125 Drum Edition 7 2026,"Rs 189,500",TVS,Ntorq 125,2026,125 cc,0 km,Scooters,Brand New,Ntorq Drum Edition 7,Hanwella,https://ikman.lk/en/ad/tvs-ntorq-125-drum-edition-7-2026-for-sale-colombo
TVS Ntorq 125 Drum Edition 6 2026,"Rs 189,500",TVS,Ntorq 125,2026,125 cc,0 km,Scooters,Brand New,Ntorq Drum Edition 6,Hanwella,https://ikman.lk/en/ad/tvs-ntorq-125-drum-edition-6-2026-for-sale-colombo-1
Yamaha R15 V3 2020,"Rs 1,350,000",Yamaha,R15,2020,150 cc,"25,625 km",Motorbikes,Used,V3,Batticaloa City,https://ikman.lk/en/ad/yamaha-r15-ri5v3-2020-for-sale-batticaloa
TVS Ntorq 125 2026,"Rs 189,511",TVS,Ntorq 125,2026,125 cc,0 km,Scooters,Brand New,TVS,Hanwella,https://ikman.lk/en/ad/tvs-ntorq-125-2026-for-sale-colombo-544
Yadea T5 2024,"Rs 310,000",Yadea,T5,2024,"1,200 cc","17,000 km",E-bikes,Used,,Ingiriya,https://ikman.lk/en/ad/yadea-t5-2024-for-sale-kalutara-1
Honda CD 200 Road Master 1981,"Rs 1,400,000",Honda,CD 200,1981,194 cc,"7,000 km",Motorbikes,Used,Road Master,Katugastota,https://ikman.lk/en/ad/honda-cd-200-road-master-1981-for-sale-kandy
Honda PCX 125 2016,"Rs 1,200,000",Honda,PCX 125,2016,125 cc,"60,000 km",Scooters,Used,Honda,Wellampitiya,https://ikman.lk/en/ad/honda-pcx-125-led-2016-for-sale-colombo
TVS Ntorq 2018,"Rs 480,000",TVS,Ntorq,2018,125 cc,"52,310 km",Scooters,Used,,Piliyandala,https://ikman.lk/en/ad/tvs-ntorq-2018-for-sale-colombo-1308
TVS Raider 125 2026,"Rs 157,000",TVS,Raider 125,2026,125 cc,0 km,Motorbikes,Brand New,Raider,Panadura,https://ikman.lk/en/ad/tvs-raider-125-2026-for-sale-kalutara-153
Yamaha Alpha 2015,"Rs 390,000",Yamaha,Alpha,2015,113 cc,"45,000 km",Scooters,Used,,Pannala,https://ikman.lk/en/ad/yamaha-alpha-2015-for-sale-kurunegala-7
